broken_target,instances,best_destination,best_score,best_jaccard,best_sequence,second_score,margin,confidence,example_source_1,example_anchor_1,example_source_2,example_anchor_2
https://defiliban.io/opg-lists-bybit-spot-market-what-to-watch/,2,https://defiliban.io/opg-lists-on-bybit-spot-market/,0.761,0.556,0.761,0.6,0.161,high,https://defiliban.io/bybit-delists-izi-time-monpro-uxlink-spot-trading-2/,other tokens have been added or removed from Bybit’s spot market,https://defiliban.io/upbit-list-usd-ai-chip-krw-trading-pair-april-21/,OPG listed on Bybit’s spot market
https://defiliban.io/xrp-ripple-and-kyobo-partner-on-korea-tokenized-bond-settlements/,2,https://defiliban.io/xrp-ripple-kyobo-tokenized-bond-settlements-korea/,0.761,0.7,0.761,0,0.761,high,https://defiliban.io/bitcoin-etf-flows-today-latest-confirmed-inflows/,Ripple and Kyobo’s tokenized bond settlement work,https://defiliban.io/okx-launches-x-perps-europe-mifid-rules/,XRP Ripple and Kyobo Partner on Korea Tokenized Bond Settlements
https://defiliban.io/machi-liquidated-eth-long-market-drops-reopens-position/,2,https://defiliban.io/machi-eth-long-liquidated-reopens-position/,0.75,0.75,0.68,0.577,0.173,high,https://defiliban.io/ton-catchain-2-mainnet-april/,market volatility events,https://defiliban.io/crypto-etf-flows-defi-impact/,high-profile leveraged ETH liquidations
https://defiliban.io/ethereum-staking-ratio-hits-record-high-why-85b-securing-eth-matters/,2,https://defiliban.io/ethereum-staking-ratio-record-high-85b-network-security/,0.748,0.462,0.748,0.528,0.22,high,https://defiliban.io/cz-april-9-interview-internet-blockchain/,Ethereum staking coverage built around $85 billion securing ETH,https://defiliban.io/otc-whale-sells-rave-after-eth-and-cbbtc-buys/,large holders adjusting Ethereum-linked positions
https://defiliban.io/digital-asset-investment-inflows-slow-to-230m-as-feds-hawkish-pause-cools-crypto-demand/,2,https://defiliban.io/digital-asset-investment-inflows-230-million-fed-hawkish-pause/,0.738,0.353,0.738,0,0.738,high,https://defiliban.io/bitcoin-onchain-transactions-spike-btc-network-activity/,strengthening demand,https://defiliban.io/israel-iran-defi-liquidity/,Institutional inflow patterns
https://defiliban.io/bitcoin-fear-and-greed-index-what-it-means-for-defi/,2,https://defiliban.io/bitcoin-fear-greed-index-defi/,0.725,0.5,0.725,0.56,0.165,high,https://defiliban.io/bhutan-sells-120m-bitcoin-2026/,Bitcoin Fear and Greed Index and its implications for DeFi positioning,https://defiliban.io/us-bitcoin-spot-etf-net-outflow-225-million-march-27/,Bitcoin Fear and Greed Index
https://defiliban.io/resolv-exploit-ripples-through-defi-key-metrics-this-week/,2,https://defiliban.io/resolv-exploit-defi-metrics-week/,0.719,0.556,0.719,0,0.719,high,https://defiliban.io/canada-bill-c25-ban-cryptocurrency-political-donations/,shifts in how regulators approach DeFi and digital asset oversight,https://defiliban.io/bnp-paribas-crypto-linked-etns-trading-expansion/,recent exploits rippling through DeFi protocols
https://defiliban.io/ethereum-whale-buys-1979-eth-after-4-14m-accumulation/,2,https://defiliban.io/ethereum-whale-buys-another-1979-eth-4-14m/,0.716,0.7,0.716,0.561,0.155,high,https://defiliban.io/top-5-crypto-news-24-hours-bitcoin-price-drops-trump-iran-threat/,"an Ethereum whale accumulated nearly 2,000 ETH",https://defiliban.io/embercn-siren-whales-control-88-5-percent-of-supply/,Ethereum whales accumulated thousands of ETH
https://defiliban.io/bitcoin-price-drops-after-trump-iran-threat-top-24-hour-crypto-news/,2,https://defiliban.io/top-5-crypto-news-24-hours-bitcoin-price-drops-trump-iran-threat/,0.714,0.714,0.565,0.59,0.124,high,https://defiliban.io/embercn-siren-whales-control-88-5-percent-of-supply/,geopolitical pressure on Bitcoin prices,https://defiliban.io/bitcoin-etf-inflows-defi-impact/,macro geopolitical events have driven short-term BTC price volatility
https://defiliban.io/crypto-etf-flows-today-btc-eth-defi-implications/,2,https://defiliban.io/crypto-etf-flows-defi-impact/,0.711,0.444,0.711,0.583,0.127,high,https://defiliban.io/coinbase-bitcoin-backed-mortgage/,ETF-driven BTC flows,https://defiliban.io/larry-fink-ai-reshape-defi-rwa/,ETF flows and their DeFi implications
https://defiliban.io/philadelphia-fed-manufacturing-index-jumps-to-18-1-in-march-beating-forecasts/,2,https://defiliban.io/philadelphia-fed-manufacturing-index-march-18-1/,0.71,0.583,0.71,0,0.71,high,https://defiliban.io/amundi-100m-tokenized-fund-ethereum/,macroeconomic data releases,https://defiliban.io/algorand-foundation-cuts-staff-crypto-market-uncertainty/,Philadelphia Fed Manufacturing Index beating forecasts in March
https://defiliban.io/bridged-dot-exploited-on-ethereum-as-attacker-mints-1b-tokens/,2,https://defiliban.io/bridged-dot-exploit-ethereum-1b-minted/,0.707,0.333,0.707,0,0.707,high,https://defiliban.io/floresta-utreexo-full-bitcoin-node-android/,the bridged DOT exploit on Ethereum,https://defiliban.io/sec-clarifies-certain-defi-uis-can-operate-without-broker-dealer-registration/,Bridged DOT exploit on Ethereum as an attacker minted 1B tokens
https://defiliban.io/binance-uae-staff-relocation-what-the-report-shows/,2,https://defiliban.io/binance-uae-staff-relocation-hong-kong/,0.705,0.4,0.705,0,0.705,high,https://defiliban.io/cz-april-9-interview-internet-blockchain/,Binance UAE staff relocation,https://defiliban.io/otc-whale-sells-rave-after-eth-and-cbbtc-buys/,Bitcoin-linked positioning
https://defiliban.io/privacy-bitcoin-or-ai-bitcoin-what-matters-most-in-2026/,2,https://defiliban.io/privacy-bitcoin-or-ai-bitcoin/,0.69,0.444,0.69,0,0.69,high,https://defiliban.io/scroll-scr-binance-first-pre-market-8m-market-cap/,long-horizon Bitcoin thesis shifts,https://defiliban.io/morgan-stanley-amy-oldenburg-spot-bitcoin-etf-best-first-day-trading/,Privacy Bitcoin or AI Bitcoin? What Matters Most in 2026
https://defiliban.io/bhutan-moves-319-7-btc-22-67m-to-two-wallets-what-it-signals/,2,https://defiliban.io/bhutan-government-moves-319-7-btc-to-two-wallets/,0.685,0.571,0.685,0,0.685,high,https://defiliban.io/bifi-fio-fun-mdt-oxt-wan-delisted-binance-spot/,Bhutan’s BTC wallet movement,https://defiliban.io/gambler-0x049b-shorting-btc-eth-20x-40m/,Bhutan Moves 319.7 BTC ($22.67M) to Two Wallets: What It Signals
https://defiliban.io/bitcoin-etfs-top-823m-in-weekly-inflows-with-daily-gains/,2,https://defiliban.io/bitcoin-etfs-weekly-inflows-823-million-daily-streak/,0.685,0.385,0.685,0.631,0.055,high,https://defiliban.io/drift-plans-to-relaunch-its-exchange-in-may-or-june/,Bitcoin ETFs recording over $823 million in weekly inflows,https://defiliban.io/bitcoin-whale-accumulation-fear-greed-11/,institutional inflows seen through Bitcoin ETFs
https://defiliban.io/tether-says-it-froze-344m-in-usdt-after-u-s-requests/,2,https://defiliban.io/tether-froze-344-million-usdt-us-law-enforcement-requests/,0.679,0.25,0.679,0,0.679,high,https://defiliban.io/lido-proposes-up-to-2500-steth-for-rseth-relief-effort/,major crypto entities coordinate,https://defiliban.io/binance-futures-delist-b3-degen-bobusdtir-dam-usdt-pairs/,Tether froze $344 million in USDT after U.S. requests
https://defiliban.io/citigroup-cuts-bitcoin-to-112k-and-ethereum-to-3175-on-u-s-crypto-law-delays/,2,https://defiliban.io/citigroup-cuts-bitcoin-ethereum-forecasts-us-crypto-legislation-stalls/,0.671,0.278,0.671,0,0.671,high,https://defiliban.io/bitcoin-mining-rewards-sec-protocol-mining-view/,U.S. crypto law delays and major bank outlooks,https://defiliban.io/bitcoin-price-open-interest-divergence-downside-risk/,"Citigroup Cuts Bitcoin to $112K and Ethereum to $3,175 on U.S. Crypto Law Delays"
https://defiliban.io/bitcoin-etfs-see-52-1m-net-outflow-as-march-20-flows-turn-negative/,2,https://defiliban.io/spot-bitcoin-etfs-52-1-million-net-outflow-march-20/,0.667,0.438,0.667,0.581,0.085,high,https://defiliban.io/morgan-stanley-bitcoin-etf-160-billion-market-impact/,Bitcoin ETF outflow data from March 20,https://defiliban.io/trend-research-transferred-0-852-eth-to-garrett-jin/,Bitcoin ETF flow volatility
https://defiliban.io/bitcoin-spot-etfs-see-471m-inflow-on-april-6-as-market-watches-ethereum/,2,https://defiliban.io/bitcoin-spot-etfs-471m-net-inflow-april-6/,0.661,0.5,0.661,0.564,0.097,high,https://defiliban.io/morgan-stanley-spot-bitcoin-etf-trading-this-week/,$471M of April 6 inflows into spot Bitcoin ETFs,https://defiliban.io/bitcoin-miner-3pfndg-reportedly-sold-265-btc-after-2-years/,Bitcoin Spot ETFs See $471M Inflow on April 6 as Market Watches Ethereum
https://defiliban.io/jiang-zhuoer-shorts-eth-what-it-means-for-the-near-term-market/,2,https://defiliban.io/jiang-zhuoer-shorted-eth-short-to-medium-term/,0.654,0.25,0.654,0,0.654,high,https://defiliban.io/week-on-chain-14-2026-bitcoin-bouncing-in-a-bear/,high-profile short positioning in ETH,https://defiliban.io/cz-autobiography-binance-terra-3m-investment/,Jiang Zhuoer Shorts ETH: What It Means for the Near-Term Market
https://defiliban.io/whale-opens-19m-40x-btc-long-gets-liquidated-in-1-hour/,2,https://defiliban.io/whale-btc-40x-long-liquidated/,0.627,0.455,0.627,0,0.627,high,https://defiliban.io/bitcoin-onchain-transactions-spike-btc-network-activity/,whale-scale movements,https://defiliban.io/btc-sp500-decoupling-2020/,leveraged blowups that have plagued oversized BTC positions
https://defiliban.io/bitunix-fee-discount-what-is-actually-verified/,2,https://defiliban.io/bitunix-fee-discount-kyc-claims/,0.623,0.333,0.623,0,0.623,high,https://defiliban.io/crypto-protocols-market-maker-terms-disclosure-novora-research/,Bitunix fee discount verification,https://defiliban.io/us-spot-bitcoin-etfs-186m-inflows-april-15/,Bitunix Fee Discount: What Is Actually Verified?
https://defiliban.io/upbit-lists-ethfi-krw-pair-bringing-ether-fi-to-south-korea/,2,https://defiliban.io/upbit-ethfi-krw-listing-etherfi/,0.622,0.231,0.622,0.505,0.118,high,https://defiliban.io/amundi-100m-tokenized-fund-ethereum/,Upbit listing of ETHFI,https://defiliban.io/philadelphia-fed-manufacturing-index-march-18-1/,Ethereum and related tokens
https://defiliban.io/rba-asset-tokenization-could-unlock-aud-24b-in-australia/,2,https://defiliban.io/rba-tokenization-aud-24-billion/,0.621,0.273,0.621,0,0.621,high,https://defiliban.io/strive-asst-sata-options/,institutionalization of tokenized and structured assets,https://defiliban.io/morgan-stanley-spot-bitcoin-etf-official-listing-announcement-launch-imminent/,asset tokenization
https://defiliban.io/standard-chartered-sc-ventures-strategic-stake-gsr/,1,https://defiliban.io/standard-chartered-sc-ventures-gsr-strategic-stake/,1.0,1.0,0.92,0,1.0,high,https://defiliban.io/aave-lift-injunction-30766-eth-arbitrum-dao-kelp-victims/,Institutional players like Standard Chartered’s SC Ventures,,
https://defiliban.io/cftc-chair-says-true-crypto-perpetuals-could-soon-be-legalized-in-the-u-s/,1,https://defiliban.io/cftc-chair-says-true-crypto-perpetuals-could-soon-be-legalized-in-the-us/,0.993,0.8,0.993,0,0.993,high,https://defiliban.io/bill-featured-on-binance-alpha/,U.S. regulators approach new crypto trading products,,
https://defiliban.io/bitcoin-near-78k-resistance-glassnode-week-15-2026/,1,https://defiliban.io/bitcoin-nears-78k-resistance-glassnode-week-15-2026/,0.99,0.778,0.99,0,0.99,high,https://defiliban.io/btc-bitcoin-pumps-back-above-75000/,the $78K resistance zone,,
https://defiliban.io/machi-5250-eth-long-liquidated-market-drops/,1,https://defiliban.io/machi-5250-eth-long-liquidated-market-drop/,0.988,0.75,0.988,0.729,0.259,high,https://defiliban.io/resolv-labs-hack-claim-50m-usr/,sharp market reactions,,
https://defiliban.io/machis-5250-eth-long-liquidated-market-drops/,1,https://defiliban.io/machi-5250-eth-long-liquidated-market-drop/,0.977,0.556,0.977,0.721,0.256,high,https://defiliban.io/resolvlabs-usr-suspected-exploit-stablecoin-risk/,mirrors liquidation dynamics,,
https://defiliban.io/bitcoin-ethereum-etf-flows-march-27/,1,https://defiliban.io/bitcoin-ethereum-etf-flows-mar-27/,0.971,0.714,0.971,0.852,0.118,high,https://defiliban.io/coinbase-better-mortgage-crypto/,ETF flow activity,,
https://defiliban.io/upbit-to-list-usd-ai-chip-krw-trading-pair-april-21/,1,https://defiliban.io/upbit-list-usd-ai-chip-krw-trading-pair-april-21/,0.97,0.909,0.97,0,0.97,high,https://defiliban.io/bybit-delists-izi-time-monpro-uxlink-spot-trading-2/,new listings on major exchanges,,
https://defiliban.io/kalshi-to-launch-cryptocurrency-futures-trading/,1,https://defiliban.io/kalshi-launch-cryptocurrency-futures-trading/,0.967,0.833,0.967,0,0.967,high,https://defiliban.io/diem-listed-on-coinbase-spot-market/,new platforms like Kalshi move into cryptocurrency futures trading,,
https://defiliban.io/sen-cynthia-lummis-urges-immediate-passage-of-the-clarity-act/,1,https://defiliban.io/cynthia-lummis-urges-immediate-passage-of-the-clarity-act/,0.966,0.9,0.966,0,0.966,high,https://defiliban.io/bullish-4-2b-transfer-agent-deal-tokenization-push/,ongoing regulatory clarity efforts,,
https://defiliban.io/wealthiest-families-parking-money-bitcoin/,1,https://defiliban.io/wealthiest-families-parking-money-in-bitcoin/,0.965,0.833,0.965,0,0.965,high,https://defiliban.io/blackrock-withdraws-btc-eth-from-coinbase-three-days/,wealthy institutional players have been increasing their Bitcoin allocations,,
https://defiliban.io/march-bitcoin-update-mempool-upgrades-and-bip-360-progress/,1,https://defiliban.io/march-bitcoin-update-mempool-upgrades-bip-360-progress/,0.964,0.889,0.964,0,0.964,high,https://defiliban.io/drift-protocol-exploiter-sol-hyperliquid-eth/,March Bitcoin Update: Mempool Upgrades and BIP-360 Progress,,
https://defiliban.io/unified-labs-joins-morpho-as-risk-curator/,1,https://defiliban.io/unified-labs-joins-morpho-risk-curator/,0.962,0.857,0.962,0,0.962,high,https://defiliban.io/coinbase-ventures-funding-slows-capital-shifts-tokenization-defi-ai-agents/,Unified Labs joining Morpho as a risk curator,,
https://defiliban.io/drift-protocol-exploiter-buys-1195-eth-wallet-tops-130262-eth/,1,https://defiliban.io/drift-protocol-exploiter-buys-1195-eth-wallet-130262-eth/,0.957,0.889,0.957,0.571,0.386,high,https://defiliban.io/drift-loses-285-million-fatal-blow-bear-market-defi/,the Drift exploiter’s later ETH accumulation,,
https://defiliban.io/binance-futures-delist-b3-degen-bobusdtir-dam-pairs/,1,https://defiliban.io/binance-futures-delist-b3-degen-bobusdtir-dam-usdt-pairs/,0.953,0.889,0.953,0,0.953,high,https://defiliban.io/coinbase-adds-virtual-pros-kaio-asset-roadmap/,Binance Futures moved to delist several trading pairs,,
https://defiliban.io/bitcoin-transaction-fees-usd-fall-lowest-level-six-years/,1,https://defiliban.io/bitcoin-transaction-fees-usd-lowest-level-six-years/,0.953,0.889,0.953,0,0.953,high,https://defiliban.io/blackrock-european-ishares-bitcoin-etp-ib1t-surpasses-1-1-billion-assets/,Bitcoin transaction fees in USD fell to their lowest level in six years,,
https://defiliban.io/irans-2-million-strait-of-hormuz-fee-oil-crypto-markets/,1,https://defiliban.io/iran-2-million-strait-of-hormuz-fee-crypto-markets/,0.952,0.727,0.952,0.519,0.433,high,https://defiliban.io/bitcoin-halving-700-days-cycle-bottom/,macro uncertainty from geopolitical disruptions,,
https://defiliban.io/morgan-stanley-second-amended-s-1-spot-bitcoin-etf/,1,https://defiliban.io/morgan-stanley-second-amended-s1-spot-bitcoin-etf-sec/,0.951,0.636,0.951,0.716,0.235,high,https://defiliban.io/sol-forward-industries-solana-treasury-strategy/,Morgan Stanley’s spot Bitcoin ETF filing,,
https://defiliban.io/admiral-samuel-paparo-bitcoin-national-interest-call/,1,https://defiliban.io/admiral-samuel-paparo-bitcoin-national-interest/,0.949,0.857,0.949,0,0.949,high,https://defiliban.io/bitcoin-conference-las-vegas-set-to-begin-within-24-hours/,Admiral Samuel Paparo’s national interest remarks,,
https://defiliban.io/bitcoin-whale-moves-btc-binance-after-years-dormancy/,1,https://defiliban.io/bitcoin-whale-moves-btc-to-binance-after-years-of-dormancy/,0.945,0.8,0.945,0.651,0.295,high,https://defiliban.io/linked-wallets-0x554-0xf2f-buy-50706-eth-111-62m-usdt/,a long-dormant Bitcoin whale moved BTC to Binance,,
https://defiliban.io/bitcoin-transaction-fees-usd-lowest-six-years/,1,https://defiliban.io/bitcoin-transaction-fees-usd-lowest-level-six-years/,0.938,0.875,0.938,0,0.938,high,https://defiliban.io/dormant-bitcoin-wallet-moves-141-26-btc-to-kraken-after-two-years/,Bitcoin transaction fees falling to multi-year lows,,
https://defiliban.io/bitso-says-stablecoins-surpass-bitcoin-in-latin-america-crypto-volume/,1,https://defiliban.io/bitso-stablecoins-surpass-bitcoin-latin-america-crypto-volume/,0.938,0.8,0.938,0,0.938,high,https://defiliban.io/wallet-possibly-linked-to-ethereum-foundation-transfers-1744-eth-to-kraken/,recent reports on stablecoin volume overtaking Bitcoin in Latin America,,
https://defiliban.io/whale-moves-271m-eth-cbbtc-falconx-coinbase/,1,https://defiliban.io/whale-moves-eth-cbbtc-falconx-coinbase/,0.938,0.857,0.938,0.5,0.438,high,https://defiliban.io/bitcoin-etf-inflows-btc-buying-pressure/,large whale transfers,,
https://defiliban.io/bitcoin-altcoin-correlation-lowest-july-2025/,1,https://defiliban.io/bitcoin-altcoin-correlation-lowest-since-july-2025/,0.936,0.857,0.936,0,0.936,high,https://defiliban.io/nyse-sec-rule-change-tokenized-securities-trading/,traditional and crypto market structures,,
https://defiliban.io/bitcoin-as-capital-and-money-cypherpunk-financial-products/,1,https://defiliban.io/bitcoin-capital-money-cypherpunk-financial-products/,0.936,0.75,0.936,0,0.936,high,https://defiliban.io/citigroup-cuts-bitcoin-ethereum-forecasts-us-crypto-legislation-stalls/,Bitcoin as Capital and Money: Cypherpunk Financial Products,,
https://defiliban.io/tether-launches-tether-wallet-with-bitcoin-usdt-gold-and-gasless-transfers/,1,https://defiliban.io/tether-launches-tether-wallet-bitcoin-usdt-gold-gasless-transfers/,0.935,0.8,0.935,0.555,0.381,high,https://defiliban.io/us-spot-bitcoin-etfs-186m-inflows-april-15/,"Tether Launches tether.wallet With Bitcoin, USDT, Gold, and Gasless Transfers",,
https://defiliban.io/businesses-buying-more-bitcoin-than-etfs-and-governments-in-2026/,1,https://defiliban.io/businesses-buying-more-bitcoin-than-etfs-and-governments/,0.933,0.8,0.933,0.5,0.433,high,https://defiliban.io/paxos-labs-12-million-funding-blockchain-capital/,long-horizon treasury allocation themes,,
https://defiliban.io/cftc-sues-wisconsin-authority-crypto-prediction-markets/,1,https://defiliban.io/cftc-sues-wisconsin-over-authority-in-crypto-prediction-markets/,0.932,0.778,0.932,0,0.932,high,https://defiliban.io/polymarket-seeks-cftc-approval-return-main-exchange-us/,lawsuit against Wisconsin over prediction market oversight,,
https://defiliban.io/crypto-open-interest-30b-binance-btc-eth-inflows/,1,https://defiliban.io/crypto-open-interest-30-billion-binance-btc-eth-inflows/,0.932,0.7,0.932,0,0.932,high,https://defiliban.io/coinbase-bitcoin-backed-mortgage/,crypto market structure and capital flows,,
https://defiliban.io/wallet-possibly-linked-to-ethereum-foundation-moves-1744-eth-to-kraken/,1,https://defiliban.io/wallet-possibly-linked-to-ethereum-foundation-transfers-1744-eth-to-kraken/,0.931,0.818,0.931,0.519,0.411,high,https://defiliban.io/cftc-chair-says-true-crypto-perpetuals-could-soon-be-legalized-in-the-us/,"recent transfer of 1,744 ETH to Kraken from a wallet linked to the Ethereum Foundation",,
https://defiliban.io/bitso-stablecoins-bitcoin-latin-america-crypto-volume/,1,https://defiliban.io/bitso-stablecoins-surpass-bitcoin-latin-america-crypto-volume/,0.93,0.875,0.93,0,0.93,high,https://defiliban.io/tether-q1-profit-reserve-buffer-8-23-billion-2/,stablecoins have surpassed bitcoin in transaction volume,,
https://defiliban.io/graniteshares-xrp-etf-lists-nasdaq-3x-leverage/,1,https://defiliban.io/graniteshares-xrp-etf-nasdaq-3x-leverage/,0.93,0.857,0.93,0,0.93,high,https://defiliban.io/grayscale-ethereum-mini-trust-staked-102400-eth-worth-237-million/,leveraged crypto ETFs listing on major exchanges,,
https://defiliban.io/bitcoin-price-open-interest-divergence-signals-downside-risk/,1,https://defiliban.io/bitcoin-price-open-interest-divergence-downside-risk/,0.929,0.875,0.929,0.504,0.425,high,https://defiliban.io/blackrock-withdrew-6167-btc-from-coinbase-in-2-days/,Bitcoin price and open interest divergence,,
https://defiliban.io/brazil-prediction-market-ban-blocks-kalshi-polymarket/,1,https://defiliban.io/brazil-prediction-market-ban-kalshi-polymarket/,0.929,0.857,0.929,0,0.929,high,https://defiliban.io/aave-25000-eth-proposal-kelp-dao-vulnerabilities/,DeFi governance frameworks evolve,,
https://defiliban.io/bybit-delists-tru-from-futures-market/,1,https://defiliban.io/bybit-delists-tru-futures-market/,0.928,0.833,0.928,0.773,0.154,high,https://defiliban.io/coinbase-lists-pros-for-spot-trading/,"Bybit, which has been adjusting its own token roster",,
https://defiliban.io/institutional-bitcoin-demand-highest-level-october-2025/,1,https://defiliban.io/institutional-bitcoin-demand-highest-since-october-2025/,0.927,0.75,0.927,0,0.927,high,https://defiliban.io/fed-rate-cuts-inflation-crypto-liquidity/,institutional demand,,
https://defiliban.io/charles-schwab-crypto-vertical-signals-bitcoin-buying-soon/,1,https://defiliban.io/charles-schwab-crypto-vertical-bitcoin-buying-soon/,0.926,0.875,0.926,0.566,0.36,high,https://defiliban.io/top-5-crypto-news-last-24-hours-blockstream-quantum-security/,Charles Schwab Crypto Vertical Signals Bitcoin Buying Soon,,
https://defiliban.io/ethereum-foundation-stakes-another-45034-eth-worth-93-11m/,1,https://defiliban.io/ethereum-foundation-staked-another-45034-eth-93-11m/,0.926,0.7,0.926,0.705,0.221,high,https://defiliban.io/ethereum-foundation-stakes-additional-eth-arkham/,defiliban’s earlier coverage of another Ethereum Foundation staking tranche,,
https://defiliban.io/coinbase-adds-wron-to-listing-roadmap/,1,https://defiliban.io/coinbase-adds-wron-to-its-listing-roadmap-2/,0.925,0.75,0.925,0.707,0.218,high,https://defiliban.io/okx-lists-chip-on-spot-market/,Coinbase recently added WRON to its listing roadmap,,
https://defiliban.io/larry-fink-ai-reshape-jobs-defi-rwa/,1,https://defiliban.io/larry-fink-ai-reshape-defi-rwa/,0.923,0.857,0.923,0,0.923,high,https://defiliban.io/mellow-protocol-tvl-surges-300m-liquid-restaking-airdrop/,aggressively deploying capital into yield-bearing positions,,
https://defiliban.io/bitcoin-etf-flows-today-us-spot-btc-data/,1,https://defiliban.io/bitcoin-etf-flows-today-latest-us-spot-btc-data/,0.92,0.889,0.92,0.713,0.207,high,https://defiliban.io/bitcoin-etf-inflows-btc-buying-pressure/,U.S. spot BTC flow reports,,
https://defiliban.io/capital-b-buys-12-btc-holdings-rise-2937/,1,https://defiliban.io/capital-b-buys-12-btc-holdings-rise-to-2937-btc/,0.92,0.889,0.92,0.584,0.335,high,https://defiliban.io/arkham-morgan-stanley-spot-bitcoin-etf-wallets/,steadily accumulating BTC,,
https://defiliban.io/embercn-siren-whales-control-88-5-of-supply/,1,https://defiliban.io/embercn-siren-whales-control-88-5-percent-of-supply/,0.915,0.889,0.915,0,0.915,high,https://defiliban.io/bitcoin-etf-inflows-defi-impact/,concentration patterns in other token markets,,
https://defiliban.io/hong-kong-stablecoin-licenses/,1,https://defiliban.io/hong-kong-stablecoin-licensing/,0.915,0.6,0.915,0.814,0.102,high,https://defiliban.io/bybit-lists-opg-futures/,regulatory developments across crypto markets,,
https://defiliban.io/kalshi-cryptocurrency-futures-trading/,1,https://defiliban.io/kalshi-launch-cryptocurrency-futures-trading/,0.914,0.8,0.914,0,0.914,high,https://defiliban.io/new-york-attorney-general-coinbase-gemini-lawsuit/,Kalshi have pushed into crypto futures trading,,
https://defiliban.io/xrp-evernorth-s4-filing-nasdaq-listing-arm-merger/,1,https://defiliban.io/xrp-evernorth-s-4-nasdaq-listing-arm-merger/,0.913,0.6,0.913,0,0.913,high,https://defiliban.io/upbit-ethfi-krw-listing-etherfi/,XRP-linked entities have pursued traditional market listings,,
https://defiliban.io/blockchain-futurist-conference-returns-toronto-ninth-year/,1,https://defiliban.io/blockchain-futurist-conference-returns-to-toronto-for-its-ninth-year/,0.912,0.7,0.912,0,0.912,high,https://defiliban.io/dubai-crypto-derivatives-rules/,Blockchain Futurist Conference returning to Toronto,,
https://defiliban.io/senator-cynthia-lummis-bitcoin-crypto-market-structure-bill/,1,https://defiliban.io/senator-cynthia-lummis-bitcoin-crypto-market-structure-legislation/,0.912,0.778,0.912,0.723,0.189,high,https://defiliban.io/bitcoin-ethereum-etf-flows-mar-18-update/,Legislative efforts around crypto market structure,,
https://defiliban.io/orangebtc-obtc3-approves-up-to-42m-in-bitcoin-collateralized-debt/,1,https://defiliban.io/oranjebtc-obtc3-approves-42m-bitcoin-collateralized-debt/,0.909,0.545,0.909,0,0.909,high,https://defiliban.io/cftc-chair-says-true-crypto-perpetuals-could-soon-be-legalized-in-the-us/,approval of up to $42 million in Bitcoin-collateralized debt by OranjeBTC,,
https://defiliban.io/matrixport-address-goes-20x-btc-15x-eth-as-market-pumps/,1,https://defiliban.io/matrixport-address-20x-btc-15x-eth-longs-market-pumps/,0.907,0.727,0.907,0,0.907,high,https://defiliban.io/roboforce-52m-funding-physical-ai/,Matrixport’s large BTC and ETH positioning,,
https://defiliban.io/spot-bitcoin-etfs-post-223m-net-inflows-on-april-23/,1,https://defiliban.io/spot-bitcoin-etfs-post-223-million-net-inflows-april-23/,0.906,0.667,0.906,0.731,0.174,high,https://defiliban.io/okx-lists-chip-on-spot-market/,spot Bitcoin ETFs have continued to attract inflows,,
https://defiliban.io/utk-support-rebranding-airdrop-plan-after-binance-delisting/,1,https://defiliban.io/utk-support-rebranding-airdrop-plan-binance-spot-delisting/,0.906,0.778,0.906,0,0.906,high,https://defiliban.io/btc-bitcoin-divergence-spot-rally-binance-open-interest-plunges/,"UTK Support, Rebranding, Airdrop Plan After Binance Delisting",,
https://defiliban.io/us-iran-conflict-odds-crypto-risk/,1,https://defiliban.io/us-iran-conflict-odds-70-may-crypto-risk/,0.904,0.75,0.904,0,0.904,high,https://defiliban.io/bitrefill-cyberattack-march-2026/,crypto risk outlook already pressured,,
https://defiliban.io/trump-middle-east-troop-report-and-crypto-risk-mood/,1,https://defiliban.io/trump-middle-east-troop-report-crypto-risk/,0.903,0.778,0.903,0,0.903,high,https://defiliban.io/bitcoin-whale-moves-btc-to-binance-after-years-of-dormancy/,risk mood in crypto markets,,
https://defiliban.io/sen-cynthia-lummis-urges-immediate-passage-clarity-act/,1,https://defiliban.io/cynthia-lummis-urges-immediate-passage-of-the-clarity-act/,0.901,0.7,0.901,0,0.901,high,https://defiliban.io/aave-lift-injunction-30766-eth-arbitrum-dao-kelp-victims/,Sen. Cynthia Lummis pushing for passage of the Clarity Act,,
https://defiliban.io/binance-market-maker-guidelines-token-issuers/,1,https://defiliban.io/binance-market-maker-guidelines-token-issuer-disclosure/,0.9,0.625,0.9,0,0.9,high,https://defiliban.io/bitcoin-halving-reversal-2026/,Binance’s recent market maker disclosure requirements,,
https://defiliban.io/bybit-delists-izi-time-monpro-and-uxlink-from-spot-trading/,1,https://defiliban.io/bybit-delists-izi-time-monpro-uxlink-spot-trading-2/,0.899,0.727,0.899,0.625,0.274,high,https://defiliban.io/chip-listed-on-coinbase-spot-market/,delistings on other platforms,,
https://defiliban.io/okx-launches-x-perps-in-europe-under-mifid-rules/,1,https://defiliban.io/okx-launches-x-perps-europe-mifid-rules/,0.897,0.778,0.897,0,0.897,high,https://defiliban.io/bitcoin-etf-flows-today-latest-confirmed-inflows/,OKX’s MiFID-regulated derivatives rollout,,
